,candidate_id,name,state,party,office,candidate_status,district,election_year,incumbent_challenge_full,has_raised_funds,amount_raised,amount_spent,cash_on_hand_end_period,debts_owed_by_committee,coverage_end_date,is_election,federal_funds_flag
154,S0NM00058,"LUJAN, BEN RAY",NM,DEMOCRATE,Senate,present-candidate,00,2020,Open seat,True,6331746.82,3395666.21,3316789.87,0.0,2020-06-30,True,False
155,H0TX17138,"JARAMILLO, DAVID",TX,DEMOCRATE,House,present-candidate,17,2020,Open seat,True,21246.05,17942.91,3303.14,0.0,2020-06-30,True,False
156,H6CA44145,"NAVARRO, OMAR",CA,REPUBLICAN,House,present-candidate,43,2020,Challenger,True,602714.71,760199.33,10610.32,3807.82,2020-06-30,True,False
157,H0NV04114,"WOOD, REBECCA",NV,REPUBLICAN,House,present-candidate,04,2020,Challenger,True,17609.21,15562.34,2689.82,5855.35,2020-06-30,True,False
158,H0IN01267,"COSTELLO, SCOTT L MR",IN,DEMOCRATE,House,present-candidate,01,2020,Open seat,True,10723.72,9424.95,1840.52,2000.0,2020-06-30,True,False
159,H8GA10197,"JOHNSON-GREEN, TABITHA",GA,DEMOCRATE,House,present-candidate,10,2020,Challenger,True,7712.96,7138.54,574.42,0.0,2020-06-30,True,False
160,H0TX18292,"CHAMPION, WENDELL",TX,REPUBLICAN,House,present-candidate,18,2020,Challenger,True,116915.45,83728.67,33186.78,2000.0,2020-06-30,True,False
161,H6AL02167,"MATHIS, NATHAN",AL,DEMOCRATE,House,present-candidate,02,2020,Open seat,True,12230.0,12230.0,0.0,0.0,2020-03-03,True,False
162,H8MP00041,"SABLAN, GREGORIO KILILI CAMACHO REP.",MP,INDEPENDENT,House,present-candidate,00,2020,Incumbent,True,58402.45,18665.63,110325.54,0.0,2020-06-30,True,False
163,H0NY10096,"HERZOG, JONATHAN",NY,DEMOCRATE,House,present-candidate,10,2020,Challenger,True,58022.17,45905.31,12111.23,0.0,2020-06-30,True,False
164,H0CA27085,"SCHIFF, ADAM",CA,DEMOCRATE,House,present-candidate,28,2020,Incumbent,True,12350322.37,6217904.22,10846998.35,0.0,2020-06-30,True,False
165,H6VA01117,"SCOTT, ROBERT C",VA,DEMOCRATE,House,present-candidate,03,2020,Incumbent,True,525800.74,518412.49,179588.14,3191.43,2020-06-30,True,False
166,P00015875,"THARALDSON, LON DWIGHT MR",US,NONE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,2020-06-30,True,False
167,H0RI02139,"LANGEVIN, JAMES R HONORABLE",RI,DEMOCRATE,House,present-candidate,02,2020,Incumbent,True,901299.48,660845.74,1271953.37,0.0,2020-08-19,True,False
168,S0NH00326,"BOLDUC, DONALD C.",NH,REPUBLICAN,Senate,present-candidate,00,2020,Challenger,True,888532.07,710465.53,178066.54,0.0,2020-08-19,True,False
169,H0NE03225,"ELWORTH, MARK",NE,DEMOCRATE,House,not-yet-a-candidate,03,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
170,P00006973,"MCGLOVER, JOHN WILLIAM",US,INDEPENDENCE PARTY,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
171,P00006486,"YANG, ANDREW MR.",US,DEMOCRATE,President,present-candidate,00,2020,Challenger,True,42203471.18,42371918.37,176623.05,2010.0,2020-06-30,True,False
172,H0NJ08152,"MUSHNICK, JASON TODD",NJ,REPUBLICAN,House,not-yet-a-candidate,08,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
173,P00016386,"SCROGGINS, BRANDON",US,WRITE-IN,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
174,P00016659,"TWITTER, ELECTION",US,NO PARTY AFFILIATION,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
175,H0NY19204,"VAN DE WATER, KYLE",NY,REPUBLICAN,House,present-candidate,19,2020,Challenger,True,20993.29,16856.65,4136.64,0.0,2020-06-30,True,False
176,H0VT00122,"CORBO, RALPH ''CARCAJOU''",VT,DEMOCRATE,House,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
177,H0IL12126,"RUSHING, JULE",IL,UNAFFILIATED,House,not-yet-a-candidate,12,2020,,False,0.0,0.0,0.0,0.0,,True,False
178,H0KS01230,"CATALANO, THOMAS",KS,OTHER,House,not-yet-a-candidate,01,2020,,False,0.0,0.0,0.0,0.0,,True,False
179,H8NC11129,"WOODSMALL, STEVE DR.",NC,DEMOCRATE,House,present-candidate,11,2020,Open seat,True,71476.53,70249.73,-1351.57,0.0,2020-05-07,True,False
180,H8TX10185,"HUTCHESON, SHANNON",TX,DEMOCRATE,House,present-candidate,10,2020,Challenger,True,1354728.96,1354728.96,0.0,0.0,2020-05-15,True,False
181,H0CA52059,"RAMOS, FAMELA SALDANA",CA,REPUBLICAN,House,present-candidate,53,2020,Open seat,True,52926.11,52926.11,0.0,0.0,2020-05-16,True,False
182,H4GA12051,"YU, EUGENE CHIN MR.",GA,REPUBLICAN,House,present-candidate,07,2020,Open seat,True,54893.64,119374.24,-24769.01,13520.0,2020-05-20,True,False
183,H6FL04105,"RUTHERFORD, JOHN",FL,REPUBLICAN,House,present-candidate,04,2020,Incumbent,True,792466.12,416166.52,742025.75,0.0,2020-07-29,True,False
184,H0IN01168,"REARDON, MARA",IN,DEMOCRATE,House,present-candidate,01,2020,Open seat,True,309877.36,309877.36,0.0,0.0,2020-08-06,True,False
185,H0NY10120,"STEVENSON, DYLAN MR",NY,REPUBLICAN,House,not-yet-a-candidate,10,2020,Challenger,True,2561.0,1850.0,711.0,0.0,2020-06-12,True,False
186,H0FL18181,"VESSIO, NICHOLAS P",FL,REPUBLICAN,House,present-candidate,18,2020,Challenger,True,98762.54,87379.65,11382.89,95750.39,2020-07-29,True,False
187,H0FL06111,"THRIPP, RICHARD",FL,DEMOCRATE,House,present-candidate,06,2020,Challenger,True,108667.49,23349.37,85318.12,100000.0,2020-07-29,True,False
188,H0TX25131,"SLOAN, HEIDI",TX,DEMOCRATE,House,present-candidate,25,2020,Challenger,True,215919.23,215418.24,500.99,0.0,2020-04-14,True,False
189,P00015669,"HALL, ELLA REE",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,True,5903.86,5608.01,295.85,0.0,2020-07-15,True,False
190,H0IA02198,"PHILLIPS, RICKY LEE",IA,REPUBLICAN,House,not-yet-a-candidate,02,2020,Open seat,True,3478.15,3628.15,0.0,0.0,2020-06-30,True,False
191,H0MA04176,"KHAZEI, ALAN",MA,DEMOCRATE,House,present-candidate,04,2020,Challenger,True,1786933.06,1145891.95,641041.11,0.0,2020-08-12,True,False
192,P00008763,"OJEDA, RICHARD NEECE II",US,DEMOCRATE,President,present-candidate,00,2020,Challenger,True,119477.74,119477.74,0.0,42401.69,2020-07-31,True,False
193,H0MA04218,"SIGEL, BEN",MA,DEMOCRATE,House,present-candidate,04,2020,Challenger,True,308237.45,253509.63,54727.82,0.0,2020-08-12,True,False
194,H0GA14105,"HEMBREE, BILL",GA,REPUBLICAN,House,present-candidate,14,2020,Open seat,True,256975.0,256975.0,0.0,0.0,2020-06-30,True,False
195,H8IL09190,"SANGARI, SARGIS",IL,REPUBLICAN,House,present-candidate,09,2020,Challenger,True,13765.0,12940.26,-2435.51,0.0,2020-06-30,True,False
196,H0MI02219,"CREVIERE, JEAN-MICHEL",MI,GREEN PARTY,House,not-yet-a-candidate,02,2020,Challenger,True,106.0,473.3,-322.35,0.0,2020-06-30,True,False
197,H0FL21169,"LEVY, LAUREN ALLISON",FL,DEMOCRATE,House,not-yet-a-candidate,21,2020,Challenger,False,0.0,0.0,0.0,0.0,2020-05-13,True,False
198,H0UT01189,"DURBANO, DOUGLAS",UT,REPUBLICAN,House,present-candidate,01,2020,Open seat,True,240845.71,238355.21,0.0,90058.08,2020-06-30,True,False
199,H0NY15277,"LOPEZ, SAMELYS",NY,DEMOCRATE,House,present-candidate,15,2020,Open seat,True,417408.99,366402.16,51006.84,0.0,2020-06-30,True,False
200,H8GA01063,"RING, LISA M. MS.",GA,DEMOCRATE,House,present-candidate,01,2020,Challenger,True,74720.67,63763.74,29102.01,5500.0,2020-07-22,True,False
201,H0OH12161,"BELL, JENNIFER ANN",OH,DEMOCRATE,House,present-candidate,12,2020,Challenger,True,9317.38,9283.94,-89.67,0.0,2020-06-30,True,False
202,H0TX07154,"DEVOR, THOMAS CHRISTIAN MR.",TX,REPUBLICAN,House,not-yet-a-candidate,07,2020,Challenger,False,0.0,0.0,0.0,0.0,2020-03-31,True,False
203,H0LA05120,"LETLOW, LUKE JOSHUA",LA,REPUBLICAN,House,present-candidate,05,2020,Open seat,True,572609.0,70602.29,502006.71,0.0,2020-07-04,True,False
204,H0LA05112,"HARRIS, JOHN LANCE",LA,REPUBLICAN,House,present-candidate,05,2020,Open seat,True,119786.0,2053.61,117732.39,1200.0,2020-07-04,True,False
205,H0NC06225,"FOXX, RHONDA",NC,DEMOCRATE,House,present-candidate,06,2020,Open seat,True,180822.66,180654.36,168.3,0.0,2020-06-30,True,False
206,H0AL01139,"COLLINS, FREDERICK G. RICK'",AL,DEMOCRATE,House,present-candidate,01,2020,Open seat,True,62935.42,60825.97,2109.45,0.0,2020-07-14,True,False
207,H6KY01110,"COMER, JAMES",KY,REPUBLICAN,House,present-candidate,01,2020,Incumbent,True,434132.01,373658.33,229374.06,0.0,2020-06-30,True,False
208,H8PA15260,"BROWNING, DEAN NAPIER",PA,REPUBLICAN,House,present-candidate,07,2020,Challenger,True,409880.6,407383.22,2503.66,395000.0,2020-06-30,True,False
209,H0MN05228,"MASON, JOHN",MN,DEMOCRATIC-FARMER-LABOR,House,present-candidate,05,2020,Challenger,True,111679.79,11365.81,100313.98,100000.0,2020-07-22,True,False
210,S0IL00550,"CHLEBEK, CASEY",IL,REPUBLICAN,Senate,present-candidate,00,2020,Challenger,True,37726.2,40177.92,1160.46,1286.46,2020-06-30,True,False
211,H0MI12168,"RAJPUT, SOLOMON",MI,DEMOCRATE,House,present-candidate,12,2020,Challenger,True,116393.74,76946.4,39447.34,0.0,2020-07-15,True,False
212,H0WA08046,"DELBENE, SUZAN K",WA,DEMOCRATE,House,present-candidate,01,2020,Incumbent,True,1561706.19,1080118.74,1534881.9,495000.0,2020-07-15,True,False
213,H4WA05077,"MCMORRIS RODGERS, CATHY",WA,REPUBLICAN,House,present-candidate,05,2020,Incumbent,True,2915300.88,1666055.68,1407919.2,0.0,2020-07-15,True,False
214,H6MI04113,"UPTON, FREDERICK STEPHEN",MI,REPUBLICAN,House,present-candidate,06,2020,Incumbent,True,2118848.62,761340.64,1393620.25,0.0,2020-07-15,True,False
215,S0KS00323,"BOLLIER, BARBARA",KS,DEMOCRATE,Senate,present-candidate,00,2020,Open seat,True,7849829.93,3685935.35,4163894.58,0.0,2020-07-15,True,False
216,H2AZ07070,"GRIJALVA, RAUL M",AZ,DEMOCRATE,House,present-candidate,03,2020,Incumbent,True,611648.53,424297.64,225506.63,4015.59,2020-07-15,True,False
217,H8TN06094,"ROSE, JOHN W.",TN,REPUBLICAN,House,present-candidate,06,2020,Incumbent,True,907191.81,470951.76,465873.61,2035605.0,2020-07-17,True,False
218,H0TX04193,"RANSOM, TRAVIS",TX,REPUBLICAN,House,present-candidate,04,2020,Challenger,True,48990.0,6331.76,42658.24,0.0,2020-07-19,True,False
219,P00016360,"GOMEZ, PAMELA MARIE MS.",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,True,75.0,60.99,14.01,0.0,2020-06-30,True,False
220,H0FL13133,"MAKKI, AMANDA",FL,REPUBLICAN,House,present-candidate,13,2020,Challenger,True,1207093.92,722486.42,484607.5,2204.5,2020-07-29,True,False
221,H0FL03175,"CAMMACK, KAT",FL,REPUBLICAN,House,present-candidate,03,2020,Open seat,True,492374.96,394327.98,98046.98,20000.0,2020-07-29,True,False
222,S0WY00137,"LUMMIS, CYNTHIA MARIE MRS.",WY,REPUBLICAN,Senate,present-candidate,00,2020,Open seat,True,1840041.67,1575943.78,412573.36,590500.0,2020-07-29,True,False
223,H6FL01119,"GAETZ, MATT",FL,REPUBLICAN,House,present-candidate,01,2020,Incumbent,True,3029930.2,2223711.82,948180.15,0.0,2020-07-29,True,False
224,H0FL21086,"VILARDI, MICHAEL",FL,REPUBLICAN,House,present-candidate,21,2020,Challenger,True,56494.98,40146.29,16348.69,11743.32,2020-07-29,True,False
225,H6AK00045,"YOUNG, DONALD E",AK,REPUBLICAN,House,present-candidate,00,2020,Incumbent,True,1362383.63,767973.99,711129.76,0.0,2020-07-29,True,False
226,H6FL13205,"CRIST, CHARLIE JOSEPH",FL,DEMOCRATE,House,present-candidate,13,2020,Incumbent,True,2163128.77,738996.34,3103189.45,48638.28,2020-07-29,True,False
227,H0MD06256,"MEYYUR, CHRIS P MR",MD,REPUBLICAN,House,not-yet-a-candidate,06,2020,Challenger,True,1352.0,352.0,1000.0,0.0,2020-08-12,True,False
228,P00006296,"ANTHONY, NAKIA LACQUERS",US,DEMOCRATE,President,present-candidate,00,2020,Challenger,True,6363.0,0.0,6363.0,0.0,2020-06-26,True,False
229,H0WA08103,"JENSEN, JESSE",WA,REPUBLICAN,House,present-candidate,08,2020,Challenger,True,192570.29,139127.22,53443.07,0.0,2020-07-15,True,False
230,H8MN01279,"FEEHAN, DANIEL",MN,DEMOCRATIC-FARMER-LABOR,House,present-candidate,01,2020,Challenger,True,2294872.18,515877.61,1782516.01,0.0,2020-07-22,True,False
231,H8NC10097,"BROWN, DAVID WILSON",NC,DEMOCRATE,House,present-candidate,05,2020,Challenger,True,36378.8,32861.86,3370.25,0.0,2020-06-30,True,False
232,H0TX15108,"KRAUSE, RYAN PATRICK",TX,REPUBLICAN,House,present-candidate,15,2020,Challenger,True,51020.64,50080.31,1413.25,0.0,2020-06-30,True,False
233,H8GA07201,"BOURDEAUX, CAROLYN",GA,DEMOCRATE,House,present-candidate,07,2020,Open seat,True,2203611.32,1586036.48,759508.33,0.0,2020-06-30,True,False
234,H0OH11080,"TAYLOR, SHALIRA LISA",OH,REPUBLICAN,House,present-candidate,11,2020,Challenger,True,6719.3,6692.63,26.67,180.0,2020-06-30,True,False
235,H8CA51062,"HIDALGO, JUAN M SGTMAJ JR",CA,REPUBLICAN,House,present-candidate,51,2020,Challenger,True,23571.12,21417.93,646.0,0.0,2020-06-30,True,False
236,H0NY17265,"FARKAS, EVELYN",NY,DEMOCRATE,House,present-candidate,17,2020,Open seat,True,1519203.71,1395309.21,123894.5,5000.0,2020-06-30,True,False
237,H0CA31129,"GIBBONEY, AGNES",CA,REPUBLICAN,House,present-candidate,31,2020,Challenger,True,92462.93,47639.47,44823.46,100.0,2020-06-30,True,False
238,H0CA22102,"ARBALLO, PHIL",CA,DEMOCRATE,House,present-candidate,22,2020,Challenger,True,2624463.43,2175336.56,449126.87,0.0,2020-06-30,True,False
239,H0VA05145,"WEBB, BRYANT CAMERON DR.",VA,DEMOCRATE,House,present-candidate,05,2020,Challenger,True,1364315.47,910733.03,453582.44,0.0,2020-06-30,True,False
240,H0FL03258,"ENGELBRECHT, CHARLES WILLIAM MR",FL,REPUBLICAN,House,present-candidate,03,2020,Open seat,True,68530.0,31742.28,36787.72,51100.0,2020-06-30,True,False
241,H8CA12262,"BUTTAR, SHAHID",CA,DEMOCRATE,House,present-candidate,12,2020,Challenger,True,1136390.15,898798.21,237600.01,27941.51,2020-06-30,True,False
242,H8IN06137,"FERKINHOFF, THOMAS",IN,LIBERTARIAN PARTY,House,not-yet-a-candidate,06,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
243,P00016006,"ISHMAN, BRADLEY WILLIAM",US,INDEPENDENT,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
244,H0FL10121,"YASMINE, SUFIYAH",FL,WRITE-IN,House,not-yet-a-candidate,10,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
245,H2NC11080,"MEADOWS, MARK R",NC,REPUBLICAN,House,present-candidate,11,2020,Incumbent,False,0.0,0.0,0.0,0.0,,True,False
246,P00016642,"OLANIYI, NOAH O",US,OTHER,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
247,H0MI06194,"BROWN, LANCE CHADWICK",MI,NONE,House,not-yet-a-candidate,06,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
248,H0AL06112,"PELLEGRINO, KAYNEN BRYANT",AL,NO PARTY AFFILIATION,House,not-yet-a-candidate,06,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
249,P60003399,"EASTON, EARNEST LEE PROFESSOR SIR ESQ",US,INDEPENDENT,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
250,H0IN04246,"POWELL, MARK",IN,DEMOCRATE,House,not-yet-a-candidate,09,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
251,H0CA42241,"MILLER, DANIEL JAKE",CA,REPUBLICAN,House,not-yet-a-candidate,42,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
252,H0AL03192,"THOMPSON, HANNAH",AL,DEMOCRATE,House,not-yet-a-candidate,03,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
253,H0AL06104,"ALLEN, ANDERS POPE",AL,REPUBLICAN,House,not-yet-a-candidate,06,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
254,H0CA42209,"CALVERT, KEN",CA,REPUBLICAN,House,not-yet-a-candidate,42,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
255,H0FL18173,"VAUGHN, KAREN",FL,,House,not-yet-a-candidate,18,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
256,H0GA06150,"HARRISON, JAYLA",GA,COMMANDMENTS PARTY,House,not-yet-a-candidate,06,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
257,H0IA04111,"KRULL, AARON THOMAS",IA,REPUBLICAN,House,not-yet-a-candidate,04,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
258,H0OH13185,"STEFFEL, KYLE JOSEPH",OH,REPUBLICAN,House,not-yet-a-candidate,13,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
259,H0SC07011,"HUGGINS, DEWON",SC,REPUBLICAN,House,not-yet-a-candidate,07,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
260,H0VA10152,"ABDALLAH, UNIT89487",VA,WRITE-IN,House,not-yet-a-candidate,10,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
261,H0WI03092,"VIRIJEVICH, ALEX WILLIAM MR",WI,REPUBLICAN,House,not-yet-a-candidate,03,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
262,H6CA34252,"ARAMAYO, VANESSA",CA,DEMOCRATE,House,not-yet-a-candidate,34,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
263,H8OH11281,"BELL, JAMES JEROME MR.",OH,INDEPENDENT,House,not-yet-a-candidate,11,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
264,P00004929,"HURLEY, CHRISTOPHER JAMES",US,UNAFFILIATED,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
265,P00004945,"HOWITT, JAMES WILLIAM",US,REPUBLICAN,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
266,P00005066,"BARRINGER, ANDREW LOCKLIN",US,REPUBLICAN,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
267,P00005132,"GALLO, DANIEL",US,NONE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
268,P00005181,"BECKWITH, ANTHONY D",US,UNAFFILIATED,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
269,P00005199,"CONKEY, CHRISTOPHER LEE",US,NO PARTY AFFILIATION,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
270,P00005207,"ROUSE, DEBORAH ANN",US,WRITE-IN,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
271,P00005264,"PANAGOPOULOS, DIMITRI ANASTASIOS MR. L",US,REPUBLICAN,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
272,P00005280,"BROWN, KEVIN C MR",US,NO PARTY AFFILIATION,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
273,P00005298,"COUNSELL-SHORT, MICHAEL ANDREW MR.",US,INDEPENDENT,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
274,P00005330,"RUNDBLADE, SHAWN ERIC",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
275,P00005512,"KORN, BERNARD",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
276,P00005538,"ZORN, JEFFREY RALPH MR.",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
277,P00005561,"ALONGI, ANTHONY",US,NONE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
278,P00005587,"ROESLER, NICHOLAS",US,INDEPENDENT,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,2017-12-31,True,False
279,P00005686,"TOMLINSON, JUSTIN",US,GEORGE WALLACE PARTY,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
280,P00005702,"COOK, MERRILL EDWARD SERGEANT JR.",US,UNAFFILIATED,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
281,P00005827,"PATILIO, EUGENE",US,GREEN PARTY,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
282,P00005868,"GREENE, ROSALIND FRANCINA",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,105.0,254.0,0.0,2019-06-30,True,False
283,P00005876,"VALLES, RUBEN JR.",US,INDEPENDENT,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
284,P00005959,"DISNEY, GARY DENNIS",US,AMERICAN PARTY,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,800.0,800.0,2019-04-12,True,False
285,P00006007,"GORDON, ALAN",US,INDEPENDENT,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
286,P00006106,"HOY, JOSHUA ALEXANDER MR.",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
287,P00006163,"JOHNSTON, JACOB",US,REPUBLICAN,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,2017-12-31,True,False
288,P00006189,"ENGLERTH, CLIFFORD ALLEN",US,OTHER,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
289,P00006205,"COOPER, ROBERT W JR MR",US,INDEPENDENT,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
290,P00006239,"GRIFFITH, DAVID OSWALD",US,REPUBLICAN,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
291,P00006288,"KAMATH, NEVIN",US,NO PARTY AFFILIATION,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
292,P00006403,"NWADIKE JR, KENNETH E",US,DEMOCRATE,President,present-candidate,00,2020,Challenger,True,5000.0,0.0,5000.0,0.0,2018-06-30,True,False
293,P00006411,"MURPHY, DARRYL",US,REPUBLICAN,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
294,P00006601,"MARTINI, JOHN PATRICK MR.",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
295,P00006676,"BRAUN III, HARRY WILLIAM",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
296,P00006684,"FULLER, REV VERONICA RONNIE",US,INDEPENDENT,President,not-yet-a-candidate,00,2020,Challenger,True,1519.0,1519.0,0.0,0.0,2019-12-16,True,False
297,P00006700,"DACEY, JOHN MR.",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
298,P00006882,"VOSS, TROY",US,INDEPENDENT,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
299,P00007005,"GRAVEN, JASON G",US,NO PARTY AFFILIATION,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
300,P00007146,"HANKINS, JOHN KWESI",US,INDEPENDENT,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
301,P00007211,"SHUMATE, WILLIAM SCOTT",US,NONE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
302,P00007245,"MINETTE, KRISTOPHER THOMAS MR",US,OTHER,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
303,P00007252,"HOPE, WILLIAM",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
304,P00007260,"BREILER, CHRISTOPHER LEE",US,INDEPENDENT,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
305,P00007351,"MCCARTHY, CHRISTOPHER",US,NON-PARTY,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
306,P00007443,"DUNHAM II, MARK LONDON",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
307,P00007476,"GOMEZ, RUDY EDWARD",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
308,P00007575,"BREEDEN, TIMOTHY D",US,NONE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
309,P00007583,"PRESTIA, KEVIN",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
310,P00007666,"CHARBONNEAU, JACK LEWIS",US,INDEPENDENT,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
311,P00007724,"LEVY, JEFERY",US,DEMOCRATE,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
312,P00007856,"KENNEWAY, BRUCE JOHN MR",US,WRITE-IN,President,not-yet-a-candidate,00,2020,Challenger,False,0.0,0.0,0.0,0.0,,True,False
